SAIMA_THAKOR,ODI,Batting First,2024–2025,5,10,4,3.33,0,2,Feb-26,67.5,0,3,0,-64.16,,,,
SAIMA_THAKOR,ODI,Fielding First,2024–2025,5,36,29,12,0,5,Mar-62,46.8,0,0,0,-34.8,,,,
playerId,format,condition,span,Mat,Runs,HS,Bat Avg,100s,Wkts,BBI,Bowl Avg,5w,Ct,St,Avg Diff,,,,
SAIMA_THAKOR,T20,Batting First,2024–2024,3,6,6,6,0,1,Jan-28,96,0,1,0,-90,,,,
SAIMA_THAKOR,T20,Fielding First,-,0,-,-,-,-,-,-,-,-,-,-,-,,,,
playerId,format,condition,span,Mat,Inns,NO,Runs,HS,Bat Avg,100s,Wkts,BBI,Dis,Ct,St,Ct Wk,Ct Fi,MD,D/I
Tejal Hasabnis,ODI,Batting First,2024-2025,3,3,-,-,-,-,-,-,-,1,1,0,0,1,1 (1ct 0st),0.333
Tejal Hasabnis,ODI,Fielding First,2024-2025,3,3,-,-,-,-,-,-,-,0,0,0,0,0,0,0
playerId,format,condition,span,Mat,Inns,NO,Runs,HS,Bat Avg,100s,Wkts,BBI,Dis,Ct,St,Ct Wk,Ct Fi,MD,D/I
Poonam Yadav,Test,Batting First,2014-2014,1,-,-,-,-,-,-,3,Feb-22,-,0,0,-,-,-,-
playerId,format,condition,span,Mat,Inns,NO,Runs,HS,Bat Avg,100s,Wkts,BBI,Dis,Ct,St,Ct Wk,Ct Fi,MD,D/I
Poonam Yadav,ODI,Batting First,2013-2022,32,-,-,67,15,9.57,0,40,Apr-13,-,5,0,-,-,-,-17.67
Poonam Yadav,ODI,Fielding First,2015-2022,26,-,-,28,7*,5.6,0,40,Apr-30,-,8,0,-,-,-,-17.45
playerId,format,condition,span,Mat,Inns,NO,Runs,HS,Bat Avg,100s,Wkts,BBI,Dis,Ct,St,Ct Wk,Ct Fi,MD,D/I
Poonam Yadav,T20,Batting First,2013-2021,39,-,-,7,3,3.5,0,63,04-Sep,-,10,0,-,-,-,-8.73
Poonam Yadav,T20,Fielding First,2014-2022,33,-,-,7,4,2.33,0,35,Mar-17,-,5,0,-,-,-,-18.35
