,,,,,,,,,,,,,,,,,,,,,,,,
playerId,format,vs Team,Span,Mat,Inns,Overs,Mdns,Runs Conceded,Wkts,BBI,Bowl Avg,Econ,SR,4w,5w,Dis,Ct,St,Ct Wk,Ct Fi,MD,D/I,,
Yastika Bhatia,T20I,AUS Women,2021-2023,5,4,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,,
Yastika Bhatia,T20I,BAN Women,2023-2024,4,4,-,-,-,-,-,-,-,-,0,0,5,1,4,1,0,2 (1ct 1st),1.25,,
Yastika Bhatia,T20I,NZ Women,2022-2022,1,1,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,,
Yastika Bhatia,T20I,PAK Women,2022-2023,2,2,-,-,-,-,-,-,-,-,0,0,2,1,1,1,0,2 (1ct 1st),1,,
Yastika Bhatia,T20I,SA Women,2023-2023,3,2,-,-,-,-,-,-,-,-,0,0,2,1,1,1,0,1 (1ct 0st),1,,
Yastika Bhatia,T20I,SL Women,2022-2022,2,2,-,-,-,-,-,-,-,-,0,0,1,1,0,1,0,1 (1ct 0st),0.5,,
Yastika Bhatia,T20I,WI Women,2023-2023,2,2,-,-,-,-,-,-,-,-,0,0,3,1,2,1,0,2 (1ct 1st),1.5,,
,,,,,,,,,,,,,,,,,,,,,,,,
playerId,format,vs Team,Span,Mat,Inns,Overs,Mdns,Runs Conceded,Wkts,BBI,Bowl Avg,Econ,SR,4w,5w,Dis,Ct,St,Ct Wk,Ct Fi,MD,D/I,,
Richa Ghosh,T20I,AUS Women,2020-2026,18,17,-,-,-,-,-,-,-,-,0,0,16,7,9,7,0,3 (2ct 1st),0.941,,
Richa Ghosh,T20I,BAN Women,2020-2024,9,9,-,-,-,-,-,-,-,-,0,0,11,6,5,5,1,2 (2ct 0st),1.222,,
Richa Ghosh,T20I,ENG Women,2021-2025,15,15,-,-,-,-,-,-,-,-,0,0,16,9,7,9,0,4 (3ct 1st),1.066,,
Richa Ghosh,T20I,IRE Women,2023-2023,1,1,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,,
Richa Ghosh,T20I,MAS Women,2022-2023,2,2,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,,
Richa Ghosh,T20I,Nepal Women,2024-2024,1,1,-,-,-,-,-,-,-,-,0,0,1,1,0,1,0,1 (1ct 0st),1,,
Richa Ghosh,T20I,NZ Women,2022-2024,2,2,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,,
Richa Ghosh,T20I,PAK Women,2022-2024,4,4,-,-,-,-,-,-,-,-,0,0,8,5,3,5,0,3 (2ct 1st),2,,
Richa Ghosh,T20I,SA Women,2021-2024,4,4,-,-,-,-,-,-,-,-,0,0,1,1,0,1,0,1 (1ct 0st),0.25,,
Richa Ghosh,T20I,SL Women,2022-2025,11,11,-,-,-,-,-,-,-,-,0,0,9,4,5,4,0,3 (2ct 1st),0.818,,
Richa Ghosh,T20I,THA Women,2022-2022,2,2,-,-,-,-,-,-,-,-,0,0,2,1,1,1,0,2 (1ct 1st),1,,
Richa Ghosh,T20I,UAE Women,2022-2024,2,2,-,-,-,-,-,-,-,-,0,0,1,0,1,0,0,1 (0ct 1st),0.5,,
Richa Ghosh,T20I,WI Women,2023-2024,4,4,-,-,-,-,-,-,-,-,0,0,3,3,0,3,0,1 (1ct 0st),0.75,,
,,,,,,,,,,,,,,,,,,,,,,,,
playerId,format,vs Team,Span,Mat,Inns,Overs,Mdns,Runs Conceded,Wkts,BBI,Bowl Avg,Econ,SR,4w,5w,Dis,Ct,St,Ct Wk,Ct Fi,MD,D/I,,
Shafali Verma,T20I,AUS Women,2020-2026,23,3,5,0,41,1,Jan-17,41,8.2,30,0,0,6,6,0,0,6,1 (1ct 0st),0.272,,
Shafali Verma,T20I,BAN Women,2020-2024,12,4,11,0,47,6,Mar-15,7.83,4.27,11,0,0,8,8,0,0,8,2 (2ct 0st),0.666,,
Shafali Verma,T20I,Barbados Wmn,2022-2022,1,1,1,0,3,0,-,-,3,-,0,0,1,1,0,0,1,1 (1ct 0st),1,,
Shafali Verma,T20I,ENG Women,2020-2025,18,4,5,0,54,0,-,-,10.8,-,0,0,1,1,0,0,1,1 (1ct 0st),0.055,,
Shafali Verma,T20I,IRE Women,2023-2023,1,0,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,,
Shafali Verma,T20I,MAS Women,2022-2023,2,0,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,,
Shafali Verma,T20I,Nepal Women,2024-2024,1,0,-,-,-,-,-,-,-,-,0,0,1,1,0,0,1,1 (1ct 0st),1,,
Shafali Verma,T20I,NZ Women,2020-2024,3,0,-,-,-,-,-,-,-,-,0,0,2,2,0,0,2,2 (2ct 0st),0.666,,
Shafali Verma,T20I,PAK Women,2022-2024,4,2,3,0,11,1,01-Aug,11,3.66,18,0,0,3,3,0,0,3,2 (2ct 0st),0.75,,
Shafali Verma,T20I,SA Women,2019-2024,10,0,-,-,-,-,-,-,-,-,0,0,3,3,0,0,3,1 (1ct 0st),0.3,,
Shafali Verma,T20I,SL Women,2020-2025,14,3,5,0,30,1,01-Oct,30,6,30,0,0,3,3,0,0,3,1 (1ct 0st),0.214,,
Shafali Verma,T20I,THA Women,2022-2022,2,1,2,0,9,1,01-Sep,9,4.5,12,0,0,1,1,0,0,1,1 (1ct 0st),0.5,,
Shafali Verma,T20I,UAE Women,2024-2024,1,0,-,-,-,-,-,-,-,-,0,0,1,1,0,0,1,1 (1ct 0st),1,,
Shafali Verma,T20I,WI Women,2019-2023,6,1,1,0,5,0,-,-,5,-,0,0,0,0,0,0,0,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,
playerId,format,vs Team,Span,Mat,Inns,Overs,Mdns,Runs Conceded,Wkts,BBI,Bowl Avg,Econ,SR,4w,5w,Dis,Ct,St,Ct Wk,Ct Fi,MD,D/I,,
Harmanpreet Kaur,T20I,AUS Women,2010-2026,37,12,20.2,0,154,3,01-Feb,51.33,7.57,40.6,0,0,12,12,0,0,12,4 (4ct 0st),0.333,,
Harmanpreet Kaur,T20I,BAN Women,2013-2024,21,6,12,0,77,2,Feb-19,38.5,6.41,36,0,0,6,6,0,0,6,1 (1ct 0st),0.285,,
Harmanpreet Kaur,T20I,Barbados Wmn,2022-2022,1,1,3,0,7,1,01-Jul,7,2.33,18,0,0,1,1,0,0,1,1 (1ct 0st),1,,
Harmanpreet Kaur,T20I,ENG Women,2009-2025,30,7,15,0,124,2,Feb-22,62,8.26,45,0,0,9,9,0,0,9,2 (2ct 0st),0.3,,
Harmanpreet Kaur,T20I,IRE Women,2018-2023,2,1,4,0,10,1,01-Oct,10,2.5,24,0,0,0,0,0,0,0,0,0,,
Harmanpreet Kaur,T20I,MAS Women,2018-2022,2,0,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,,
Harmanpreet Kaur,T20I,NZ Women,2009-2024,14,5,13.2,0,88,0,-,-,6.6,-,0,0,8,8,0,0,8,2 (2ct 0st),0.571,,
Harmanpreet Kaur,T20I,PAK Women,2009-2024,15,4,9,0,36,3,Feb-16,12,4,18,0,0,10,10,0,0,10,1 (1ct 0st),0.666,,
Harmanpreet Kaur,T20I,SA Women,2014-2024,15,9,17.3,0,107,4,01-May,26.75,6.11,26.2,0,0,4,4,0,0,4,1 (1ct 0st),0.285,,
Harmanpreet Kaur,T20I,SL Women,2009-2025,29,8,14.3,0,90,6,02-Mar,15,6.2,14.5,0,0,11,11,0,0,11,2 (2ct 0st),0.379,,
Harmanpreet Kaur,T20I,THA Women,2018-2022,2,1,3,0,11,3,03-Nov,3.66,3.66,6,0,0,0,0,0,0,0,0,0,,
Harmanpreet Kaur,T20I,UAE Women,2024-2024,1,0,-,-,-,-,-,-,-,-,0,0,1,1,0,0,1,1 (1ct 0st),1,,
Harmanpreet Kaur,T20I,WI Women,2011-2024,21,8,15,0,91,7,Apr-23,13,6.06,12.8,1,0,10,10,0,0,10,2 (2ct 0st),0.476,,
,,,,,,,,,,,,,,,,,,,,,,,,
playerId,format,vs Team,Span,Mat,Inns,Overs,Mdns,Runs Conceded,Wkts,BBI,Bowl Avg,Econ,SR,4w,5w,Dis,Ct,St,Ct Wk,Ct Fi,MD,D/I,,
Smriti Mandhana,T20I,AUS Women,2016-2026,29,0,-,-,-,-,-,-,-,-,0,0,6,6,0,0,6,2 (2ct 0st),0.214,,
Smriti Mandhana,T20I,BAN Women,2013-2024,17,0,-,-,-,-,-,-,-,-,0,0,4,4,0,0,4,2 (2ct 0st),0.235,,
Smriti Mandhana,T20I,Barbados Wmn,2022-2022,1,0,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,,
Smriti Mandhana,T20I,ENG Women,2014-2025,26,0,-,-,-,-,-,-,-,-,0,0,8,8,0,0,8,1 (1ct 0st),0.307,,
Smriti Mandhana,T20I,IRE Women,2018-2023,2,0,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,,
Smriti Mandhana,T20I,MAS Women,2018-2023,2,0,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,,
Smriti Mandhana,T20I,Nepal Women,2024-2024,1,0,-,-,-,-,-,-,-,-,0,0,1,1,0,0,1,1 (1ct 0st),1,,
Smriti Mandhana,T20I,NZ Women,2015-2024,8,0,-,-,-,-,-,-,-,-,0,0,2,2,0,0,2,2 (2ct 0st),0.25,,
Smriti Mandhana,T20I,PAK Women,2014-2024,10,0,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,,
Smriti Mandhana,T20I,SA Women,2014-2024,19,0,-,-,-,-,-,-,-,-,0,0,5,5,0,0,5,2 (2ct 0st),0.277,,
Smriti Mandhana,T20I,SL Women,2014-2025,25,0,-,-,-,-,-,-,-,-,0,0,12,12,0,0,12,2 (2ct 0st),0.48,,
Smriti Mandhana,T20I,THA Women,2018-2022,3,0,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,,
Smriti Mandhana,T20I,UAE Women,2022-2024,2,0,-,-,-,-,-,-,-,-,0,0,1,1,0,0,1,1 (1ct 0st),0.5,,
Smriti Mandhana,T20I,WI Women,2014-2024,15,0,-,-,-,-,-,-,-,-,0,0,4,4,0,0,4,1 (1ct 0st),0.266,,
,,,,,,,,,,,,,,,,,,,,,,,,
playerId,format,vs Team,Span,Mat,Inns,Overs,Mdns,Runs Conceded,Wkts,BBI,Bowl Avg,Econ,SR,4w,5w,Dis,Ct,St,Ct Wk,Ct Fi,MD,D/I,,
Jemimah Rodrigues,T20I,AUS Women,2018-2026,25,1,1,0,11,0,-,-,11,-,0,0,5,5,0,0,5,3 (3ct 0st),0.208,,
Jemimah Rodrigues,T20I,BAN Women,2020-2024,7,2,6,0,27,1,01-Sep,27,4.5,36,0,0,1,1,0,0,1,1 (1ct 0st),0.142,,
Jemimah Rodrigues,T20I,Barbados Wmn,2022-2022,1,0,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,,
Jemimah Rodrigues,T20I,ENG Women,2018-2025,18,1,1,0,6,0,-,-,6,-,0,0,8,8,0,0,8,2 (2ct 0st),0.444,,
Jemimah Rodrigues,T20I,IRE Women,2018-2023,2,1,1,0,6,0,-,-,6,-,0,0,0,0,0,0,0,0,0,,
Jemimah Rodrigues,T20I,MAS Women,2022-2023,2,0,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,,
Jemimah Rodrigues,T20I,Nepal Women,2024-2024,1,0,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,,
Jemimah Rodrigues,T20I,NZ Women,2018-2024,6,0,-,-,-,-,-,-,-,-,0,0,4,4,0,0,4,1 (1ct 0st),0.666,,
Jemimah Rodrigues,T20I,PAK Women,2018-2024,6,0,-,-,-,-,-,-,-,-,0,0,4,4,0,0,4,2 (2ct 0st),0.666,,
Jemimah Rodrigues,T20I,SA Women,2018-2024,18,0,-,-,-,-,-,-,-,-,0,0,3,3,0,0,3,1 (1ct 0st),0.176,,
Jemimah Rodrigues,T20I,SL Women,2018-2025,17,0,-,-,-,-,-,-,-,-,0,0,3,3,0,0,3,2 (2ct 0st),0.176,,
Jemimah Rodrigues,T20I,THA Women,2022-2022,2,0,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,,
Jemimah Rodrigues,T20I,UAE Women,2022-2024,2,0,-,-,-,-,-,-,-,-,0,0,1,1,0,0,1,1 (1ct 0st),0.5,,
Jemimah Rodrigues,T20I,WI Women,2019-2024,11,0,-,-,-,-,-,-,-,-,0,0,1,1,0,0,1,1 (1ct 0st),0.09,,
,,,,,,,,,,,,,,,,,,,,,,,,
playerId,format,vs Team,Span,Mat,Inns,Overs,Mdns,Runs Conceded,Wkts,BBI,Bowl Avg,Econ,SR,4w,5w,Dis,Ct,St,Ct Wk,Ct Fi,MD,D/I,,
Deepti Sharma,T20I,AUS Women,2016-2026,26,25,90.1,1,655,30,Feb-22,21.83,7.26,18,0,0,10,10,0,0,10,2 (2ct 0st),0.4,,
Deepti Sharma,T20I,BAN Women,2018-2024,14,14,48.4,1,221,11,03-Dec,20.09,4.54,26.5,0,0,4,4,0,0,4,1 (1ct 0st),0.285,,
Deepti Sharma,T20I,Barbados Wmn,2022-2022,1,1,2,0,6,0,-,-,3,-,0,0,1,1,0,0,1,1 (1ct 0st),1,,
Deepti Sharma,T20I,ENG Women,2018-2025,24,24,88.1,0,645,25,Mar-27,25.8,7.31,21.1,0,0,5,5,0,0,5,2 (2ct 0st),0.208,,
Deepti Sharma,T20I,IRE Women,2018-2023,2,2,4,0,26,2,Feb-15,13,6.5,12,0,0,0,0,0,0,0,0,0,,
Deepti Sharma,T20I,MAS Women,2018-2023,3,2,5,1,14,1,01-Oct,14,2.8,30,0,0,0,0,0,0,0,0,0,,
Deepti Sharma,T20I,Nepal Women,2024-2024,1,1,4,0,13,3,Mar-13,4.33,3.25,8,0,0,1,1,0,0,1,1 (1ct 0st),1,,
Deepti Sharma,T20I,NZ Women,2018-2024,7,7,28,0,197,6,Feb-26,32.83,7.03,28,0,0,5,5,0,0,5,2 (2ct 0st),0.714,,
Deepti Sharma,T20I,PAK Women,2018-2024,7,7,27,0,166,9,Mar-20,18.44,6.14,18,0,0,1,1,0,0,1,1 (1ct 0st),0.142,,
Deepti Sharma,T20I,SA Women,2018-2024,14,13,48,4,319,16,03-Aug,19.93,6.64,18,0,0,8,8,0,0,8,2 (2ct 0st),0.615,,
Deepti Sharma,T20I,SL Women,2016-2025,21,21,76.5,2,425,21,Mar-18,20.23,5.53,21.9,0,0,6,6,0,0,6,1 (1ct 0st),0.285,,
Deepti Sharma,T20I,THA Women,2018-2022,3,3,12,1,33,7,03-Jul,4.71,2.75,10.2,0,0,0,0,0,0,0,0,0,,
Deepti Sharma,T20I,UAE Women,2022-2024,2,2,7,0,34,2,Feb-23,17,4.85,21,0,0,0,0,0,0,0,0,0,,
Deepti Sharma,T20I,WI Women,2016-2024,11,11,40,3,205,20,04-Oct,10.25,5.12,12,1,0,1,1,0,0,1,1 (1ct 0st),0.09,,
,,,,,,,,,,,,,,,,,,,,,,,,
playerId,format,vs Team,Span,Mat,Inns,Overs,Mdns,Runs Conceded,Wkts,BBI,Bowl Avg,Econ,SR,4w,5w,Dis,Ct,St,Ct Wk,Ct Fi,MD,D/I,,
Shree Charani,T20I,AUS Women,2026-2026,3,3,10,0,74,5,Mar-32,14.8,7.4,12,0,0,1,1,0,0,1,1 (1ct 0st),0.333,,
Shree Charani,T20I,ENG Women,2025-2025,5,5,19.5,0,148,10,04-Dec,14.8,7.46,11.9,1,0,2,2,0,0,2,1 (1ct 0st),0.4,,
Shree Charani,T20I,SL Women,2025-2025,5,5,17,0,141,5,Feb-23,28.2,8.29,20.4,0,0,2,2,0,0,2,2 (2ct 0st),0.4,,
,,,,,,,,,,,,,,,,,,,,,,,,
playerId,format,vs Team,Span,Mat,Inns,Overs,Mdns,Runs Conceded,Wkts,BBI,Bowl Avg,Econ,SR,4w,5w,Dis,Ct,St,Ct Wk,Ct Fi,MD,D/I,,
Tanuja Kanwar,T20I,BAN Women,2024-2024,1,1,4,0,16,0,-,-,4,-,0,0,1,1,0,0,1,1 (1ct 0st),1,,
Tanuja Kanwar,T20I,Nepal Women,2024-2024,1,1,4,1,12,0,-,-,3,-,0,0,0,0,0,0,0,0,0,,
Tanuja Kanwar,T20I,SL Women,2024-2024,1,1,4,0,34,0,-,-,8.5,-,0,0,0,0,0,0,0,0,0,,
Tanuja Kanwar,T20I,UAE Women,2024-2024,1,1,4,0,14,1,Jan-14,14,3.5,24,0,0,1,1,0,0,1,1 (1ct 0st),1,,
,,,,,,,,,,,,,,,,,,,,,,,,
playerId,format,vs Team,Span,Mat,Inns,Overs,Mdns,Runs Conceded,Wkts,BBI,Bowl Avg,Econ,SR,4w,5w,Dis,Ct,St,Ct Wk,Ct Fi,MD,D/I,,
Titas Sadhu,T20I,AUS Women,2024-2024,3,3,10,0,61,4,Apr-17,15.25,6.1,15,1,0,1,1,0,0,1,1 (1ct 0st),0.333,,
Titas Sadhu,T20I,BAN Women,2023-2024,3,3,10,0,47,2,01-Oct,23.5,4.7,30,0,0,0,0,0,0,0,0,0,,
Titas Sadhu,T20I,ENG Women,2023-2023,2,2,3,0,33,0,-,-,11,-,0,0,0,0,0,0,0,0,0,,
Titas Sadhu,T20I,SL Women,2023-2023,1,1,4,1,6,3,03-Jun,2,1.5,8,0,0,1,1,0,0,1,1 (1ct 0st),1,,
Titas Sadhu,T20I,WI Women,2024-2024,3,3,9,0,100,4,Mar-37,25,11.11,13.5,0,0,1,1,0,0,1,1 (1ct 0st),0.333,,
,,,,,,,,,,,,,,,,,,,,,,,,
playerId,format,vs Team,Span,Mat,Inns,Overs,Mdns,Runs Conceded,Wkts,BBI,Bowl Avg,Econ,SR,4w,5w,Dis,Ct,St,Ct Wk,Ct Fi,MD,D/I,,
Uma Chetry,T20I,BAN Women,2024-2024,1,0,-,-,-,-,-,-,-,-,0,0,1,1,0,0,1,1 (1ct 0st),1,,
Uma Chetry,T20I,SA Women,2024-2024,2,0,-,-,-,-,-,-,-,-,0,0,2,1,1,1,0,1 (1ct 0st),1,,
Uma Chetry,T20I,SL Women,2024-2024,1,0,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,,
Uma Chetry,T20I,WI Women,2024-2024,3,0,-,-,-,-,-,-,-,-,0,0,1,1,0,0,1,1 (1ct 0st),0.333,,
,,,,,,,,,,,,,,,,,,,,,,,,
playerId,format,vs Team,Span,Mat,Inns,Overs,Mdns,Runs Conceded,Wkts,BBI,Bowl Avg,Econ,SR,4w,5w,Dis,Ct,St,Ct Wk,Ct Fi,MD,D/I,,
Vaishnavi Sharma,T20I,SL Women,2025-2025,5,5,19,0,119,5,Feb-24,23.8,6.26,22.8,0,0,0,0,0,0,0,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,
playerId,format,vs Team,Span,Mat,Inns,Overs,Mdns,Runs Conceded,Wkts,BBI,Bowl Avg,Econ,SR,4w,5w,Dis,Ct,St,Ct Wk,Ct Fi,MD,D/I,,
Saima Thakor,T20I,WI Women,2024-2024,3,3,11,0,96,1,Jan-28,96,8.72,66,0,0,1,1,0,0,1,1 (1ct 0st),0.333,,
,,,,,,,,,,,,,,,,,,,,,,,,
playerId,format,vs Team,Span,Mat,Inns,Overs,Mdns,Runs Conceded,Wkts,BBI,Bowl Avg,Econ,SR,4w,5w,Dis,Ct,St,Ct Wk,Ct Fi,MD,D/I,,
Saika Ishaque,T20I,ENG Women,2023-2023,3,3,10,0,81,5,Mar-22,16.2,8.1,12,0,0,0,0,0,0,0,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,
playerId,format,vs Team,Span,Mat,Inns,Overs,Mdns,Runs Conceded,Wkts,BBI,Bowl Avg,Econ,SR,4w,5w,Dis,Ct,St,Ct Wk,Ct Fi,MD,D/I,,
Radha Yadav,T20I,AUS Women,2018-2024,15,15,51,0,413,11,Feb-13,37.54,8.09,27.8,0,0,8,8,0,0,8,2 (2ct 0st),0.533,,
Radha Yadav,T20I,BAN Women,2024-2024,6,6,23,2,110,13,Mar-14,8.46,4.78,10.6,0,0,1,1,0,0,1,1 (1ct 0st),0.166,,
Radha Yadav,T20I,Barbados Women,2022-2022,1,1,3,0,10,1,01-Oct,10,3.33,18,0,0,1,1,0,0,1,1 (1ct 0st),1,,
Radha Yadav,T20I,ENG Women,2018-2025,19,18,61.5,1,431,16,Feb-15,26.93,6.97,23.1,0,0,6,6,0,0,6,1 (1ct 0st),0.315,,
Radha Yadav,T20I,IRE Women,2018-2018,1,1,4,0,25,3,Mar-25,8.33,6.25,8,0,0,0,0,0,0,0,0,0,,
Radha Yadav,T20I,Nepal Women,2024-2024,1,1,3,0,12,2,02-Dec,6,4,9,0,0,0,0,0,0,0,0,0,,
Radha Yadav,T20I,NZ Women,2018-2020,5,5,20,0,152,7,Feb-23,21.71,7.6,17.1,0,0,3,3,0,0,3,2 (2ct 0st),0.6,,
Radha Yadav,T20I,PAK Women,2018-2024,5,5,17,0,108,4,Feb-18,27,6.35,25.5,0,0,2,2,0,0,2,2 (2ct 0st),0.4,,
Radha Yadav,T20I,SA Women,2018-2024,12,11,37.5,1,253,16,03-Jun,15.81,6.68,14.1,0,0,6,6,0,0,6,2 (2ct 0st),0.545,,
Radha Yadav,T20I,SL Women,2018-2024,11,11,35.5,0,245,15,Apr-23,16.33,6.83,14.3,1,0,4,4,0,0,4,1 (1ct 0st),0.363,,
Radha Yadav,T20I,THA Women,2022-2022,1,1,4,0,23,0,-,-,5.75,-,0,0,0,0,0,0,0,0,0,,
Radha Yadav,T20I,UAE Women,2024-2024,1,1,4,0,29,1,Jan-29,29,7.25,24,0,0,0,0,0,0,0,0,0,,
Radha Yadav,T20I,WI Women,2019-2024,10,10,33,3,156,14,Apr-29,11.14,4.72,14.1,1,0,2,2,0,0,2,1 (1ct 0st),0.2,,
,,,,,,,,,,,,,,,,,,,,,,,,
playerId,format,vs Team,Span,Mat,Inns,Overs,Mdns,Runs Conceded,Wkts,BBI,Bowl Avg,Econ,SR,4w,5w,Dis,Ct,St,Ct Wk,Ct Fi,MD,D/I,,
Amanjot Kaur,T20I,AUS Women,2024-2026,5,4,7,0,72,1,Jan-23,72,10.28,42,0,0,4,4,0,0,4,2 (2ct 0st),0.8,,
Amanjot Kaur,T20I,BAN Women,2023-2023,4,2,5,0,29,1,01-Oct,29,5.8,30,0,0,0,0,0,0,0,0,0,,
Amanjot Kaur,T20I,ENG Women,2023-2025,5,5,16,0,126,5,Feb-25,25.2,7.87,19.2,0,0,1,1,0,0,1,1 (1ct 0st),0.2,,
Amanjot Kaur,T20I,SA Women,2023-2023,1,1,1,0,6,0,-,-,6,-,0,0,0,0,0,0,0,0,0,,
Amanjot Kaur,T20I,SL Women,2023-2025,6,6,11,0,75,1,Jan-17,75,6.81,66,0,0,3,3,0,0,3,2 (2ct 0st),0.5,,
Amanjot Kaur,T20I,WI Women,2023-2023,1,1,2,0,10,0,-,-,5,-,0,0,1,1,0,0,1,1 (1ct 0st),1,,
,,,,,,,,,,,,,,,,,,,,,,,,
playerId,format,vs Team,Span,Mat,Inns,Overs,Mdns,Runs Conceded,Wkts,BBI,Bowl Avg,Econ,SR,4w,5w,Dis,Ct,St,Ct Wk,Ct Fi,MD,D/I,,
Priya Punia,T20I,NZ Women,2019-2019,3,0,0,0,0,0,-,-,-,-,0,0,1,1,0,0,1,1 (1ct 0st),0.333,,
,,,,,,,,,,,,,,,,,,,,,,,,
playerId,format,vs Team,Span,Mat,Inns,Overs,Mdns,Runs Conceded,Wkts,BBI,Bowl Avg,Econ,SR,4w,5w,Dis,Ct,St,Ct Wk,Ct Fi,MD,D/I,,
Minnu Mani,T20I,BAN Women,2023-2023,3,3,11,1,58,5,02-Sep,11.6,5.27,13.2,0,0,0,0,0,0,0,0,0,,
Minnu Mani,T20I,MAS Women,2023-2023,1,0,0,0,0,0,-,-,-,-,0,0,0,0,0,0,0,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,
playerId,format,vs Team,Span,Mat,Inns,Overs,Mdns,Runs Conceded,Wkts,BBI,Bowl Avg,Econ,SR,4w,5w,Dis,Ct,St,Ct Wk,Ct Fi,MD,D/I,,
Harleen Deol,T20I,AUS Women,2020-2022,5,1,2,0,21,1,Jan-21,21,10.5,12,0,0,2,2,0,0,2,1 (1ct 0st),0.4,,
Harleen Deol,T20I,BAN Women,2023-2023,2,0,0,0,0,0,-,-,-,-,0,0,1,1,0,0,1,1 (1ct 0st),0.5,,
Harleen Deol,T20I,ENG Women,2019-2025,8,3,4,0,29,2,Feb-13,14.5,7.25,12,0,0,2,2,0,0,2,1 (1ct 0st),0.25,,
Harleen Deol,T20I,PAK Women,2023-2023,1,0,0,0,0,0,-,-,-,-,0,0,0,0,0,0,0,0,0,,
Harleen Deol,T20I,SA Women,2021-2023,6,3,7,0,63,2,Jan-21,31.5,9,21,0,0,1,1,0,0,1,1 (1ct 0st),0.2,,
Harleen Deol,T20I,SL Women,2025-2025,2,0,0,0,0,0,-,-,-,-,0,0,1,1,0,0,1,1 (1ct 0st),0.5,,
Harleen Deol,T20I,WI Women,2019-2023,4,2,5,0,27,1,Jan-13,27,5.4,30,0,0,1,1,0,0,1,1 (1ct 0st),0.25,,
,,,,,,,,,,,,,,,,,,,,,,,,
playerId,format,vs Team,Span,Mat,Inns,Overs,Mdns,Runs Conceded,Wkts,BBI,Bowl Avg,Econ,SR,4w,5w,Dis,Ct,St,Ct Wk,Ct Fi,MD,D/I,,
Gunalan Kamalini,T20I,SL Women,2025-2025,1,0,0,0,0,0,-,-,-,-,0,0,0,0,0,0,0,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,
playerId,format,vs Team,Span,Mat,Inns,Overs,Mdns,Runs Conceded,Wkts,BBI,Bowl Avg,Econ,SR,4w,5w,Dis,Ct,St,Ct Wk,Ct Fi,MD,D/I,,
Dayalan Hemalatha,T20I,AUS Women,2020-2026,23,22,0,0,0,0,-,-,-,-,0,0,6,6,0,0,6,1 (1ct 0st),0.272,,
Dayalan Hemalatha,T20I,BAN Women,2020-2024,12,12,0,0,0,0,-,-,-,-,0,0,8,8,0,0,8,2 (2ct 0st),0.666,,
Dayalan Hemalatha,T20I,ENG Women,2020-2025,18,18,0,0,0,0,-,-,-,-,0,0,1,1,0,0,1,1 (1ct 0st),0.055,,
Dayalan Hemalatha,T20I,Barbados Women,2022-2022,1,1,0,0,0,0,-,-,-,-,0,0,1,1,0,0,1,1 (1ct 0st),1,,
Dayalan Hemalatha,T20I,Nepal Women,2024-2024,1,1,0,0,0,0,-,-,-,-,0,0,1,1,0,0,1,1 (1ct 0st),1,,
Dayalan Hemalatha,T20I,NZ Women,2020-2024,3,3,0,0,0,0,-,-,-,-,0,0,2,2,0,0,2,2 (2ct 0st),0.666,,
Dayalan Hemalatha,T20I,PAK Women,2022-2024,4,4,0,0,0,0,-,-,-,-,0,0,3,3,0,0,3,2 (2ct 0st),0.75,,
Dayalan Hemalatha,T20I,SA Women,2019-2024,10,10,0,0,0,0,-,-,-,-,0,0,3,3,0,0,3,1 (1ct 0st),0.3,,
Dayalan Hemalatha,T20I,SL Women,2020-2025,14,14,0,0,0,0,-,-,-,-,0,0,3,3,0,0,3,1 (1ct 0st),0.214,,
Dayalan Hemalatha,T20I,THA Women,2022-2022,2,2,0,0,0,0,-,-,-,-,0,0,1,1,0,0,1,1 (1ct 0st),0.5,,
Dayalan Hemalatha,T20I,UAE Women,2024-2024,1,1,0,0,0,0,-,-,-,-,0,0,1,1,0,0,1,1 (1ct 0st),1,,
